78,adaptable,Positive,1,0,0,0,0,0,0,0,0,0
79,adder,Negative,0,1,1,0,1,1,0,1,0,0
80,addiction,Negative,0,1,0,0,0,0,0,0,0,0
81,addresses,Positive,1,0,0,1,0,0,0,0,0,0
82,adept,Positive,1,0,0,0,0,0,0,0,0,0
83,adequacy,Positive,1,0,0,0,0,0,0,0,0,0
84,adipose,Negative,0,1,0,0,0,0,0,0,0,0
85,adjudicate,Negative,0,1,0,0,0,1,0,0,0,0
86,adjunct,Positive,1,0,0,0,0,0,0,0,0,0
87,admirable,Positive,1,0,0,0,0,0,1,0,0,1
88,admiral,Positive,1,0,0,0,0,0,0,0,0,1
89,admiration,Positive,1,0,0,0,0,0,1,0,0,1
90,admire,Positive,1,0,0,0,0,0,0,0,0,1
91,admirer,Positive,1,0,0,0,0,0,0,0,0,0
92,admissible,Positive,1,0,0,0,0,0,0,0,0,1
93,admonition,Negative,0,1,0,0,0,1,0,0,0,0
94,adorable,Positive,1,0,0,0,0,0,1,0,0,0
95,adoration,Positive,1,0,0,0,0,0,1,0,0,1
96,adore,Positive,1,0,0,1,0,0,1,0,0,1
97,adrift,Negative,0,1,0,1,0,1,0,1,0,0
98,adulterated,Negative,0,1,0,0,0,0,0,0,0,0
99,adultery,Negative,0,1,0,0,1,0,0,1,0,0
100,advance,Positive,1,0,0,1,0,1,1,0,1,0
101,advanced,Positive,1,0,0,0,0,0,0,0,0,0
102,advancement,Positive,1,0,0,0,0,0,0,0,0,0
103,advantage,Positive,1,0,0,0,0,0,0,0,0,0
104,advantageous,Positive,1,0,0,0,0,0,0,0,0,0
105,advent,Positive,1,0,0,1,0,0,1,0,0,1
106,adventure,Positive,1,0,0,1,0,0,0,0,0,0
107,adventurous,Positive,1,0,0,0,0,0,0,0,0,0
108,adversary,Negative,0,1,1,0,0,0,0,0,0,0
109,adverse,Negative,0,1,1,0,1,1,0,1,0,0
110,adversity,Negative,0,1,1,0,0,1,0,1,0,0
111,advisable,Positive,1,0,0,0,0,0,0,0,0,1
112,advise,Positive,1,0,0,0,0,0,0,0,0,1
113,adviser,Positive,1,0,0,0,0,0,0,0,0,1
114,advocacy,Positive,1,0,1,1,0,0,1,0,0,1
115,aesthetic,Positive,1,0,0,0,0,0,0,0,0,0
116,aesthetics,Positive,1,0,0,0,0,0,1,0,0,0
117,affable,Positive,1,0,0,0,0,0,0,0,0,0
118,affection,Positive,1,0,0,0,0,0,1,0,0,1
119,affiliated,Positive,1,0,0,0,0,0,0,0,0,0
120,affirm,Positive,1,0,0,0,0,0,0,0,0,1
121,affirmation,Positive,1,0,0,0,0,0,0,0,0,0
122,affirmative,Positive,1,0,0,0,0,0,0,0,0,0
123,affirmatively,Positive,1,0,0,0,0,0,0,0,0,1
124,afflict,Negative,0,1,0,0,0,1,0,1,0,0
125,afflicted,Negative,0,1,0,0,0,0,0,0,0,0
126,affliction,Negative,0,1,0,0,1,1,0,1,0,0
127,affluence,Positive,1,0,0,0,0,0,1,0,0,0
128,affluent,Positive,1,0,0,0,0,0,0,0,0,0
129,afford,Positive,1,0,0,0,0,0,0,0,0,0
130,affront,Negative,0,1,1,0,1,1,0,1,1,0
131,afraid,Negative,0,1,0,0,0,1,0,0,0,0
132,aftermath,Negative,0,1,1,0,1,1,0,1,0,0
133,aftertaste,Negative,0,1,0,0,0,0,0,0,0,0
134,aga,Positive,1,0,0,0,0,1,0,0,0,1
135,aggravated,Negative,0,1,1,0,0,0,0,0,0,0
136,aggravating,Negative,0,1,1,0,0,0,0,1,0,0
137,aggravation,Negative,0,1,1,0,1,0,0,0,0,0
138,aggression,Negative,0,1,1,0,0,1,0,0,0,0
139,aggressive,Negative,0,1,1,0,0,1,0,0,0,0
140,aggressor,Negative,0,1,1,0,0,1,0,0,0,0
141,aghast,Negative,0,1,0,0,1,1,0,0,1,0
142,agile,Positive,1,0,0,0,0,0,0,0,0,0
143,agility,Positive,1,0,0,0,0,0,0,0,0,0
144,agitated,Negative,0,1,1,0,0,0,0,0,0,0
145,agitation,Negative,0,1,1,0,0,0,0,0,0,0
146,agonizing,Negative,0,1,0,0,0,1,0,0,0,0
147,agony,Negative,0,1,1,0,0,1,0,1,0,0
148,agree,Positive,1,0,0,0,0,0,0,0,0,0
149,agreeable,Positive,1,0,0,0,0,0,0,0,0,1
150,agreed,Positive,1,0,0,0,0,0,0,0,0,1
151,agreeing,Positive,1,0,0,0,0,0,0,0,0,1
152,agreement,Positive,1,0,0,0,0,0,0,0,0,1
153,agriculture,Positive,1,0,0,0,0,0,0,0,0,0
154,aground,Negative,0,1,0,0,0,0,0,0,0,0
155,ahead,Positive,1,0,0,0,0,0,0,0,0,0
156,aid,Positive,1,0,0,0,0,0,0,0,0,0
157,aiding,Positive,1,0,0,0,0,0,0,0,0,0
158,ail,Negative,0,1,0,0,0,0,0,1,0,0
159,ailing,Negative,0,1,0,0,0,1,0,1,0,0
160,aimless,Negative,0,1,0,0,0,0,0,0,0,0
161,airs,Negative,0,1,0,0,1,0,0,0,0,0
162,alabaster,Positive,1,0,0,0,0,0,0,0,0,0
163,alarm,Negative,0,1,0,0,0,1,0,0,1,0
164,alarming,Negative,0,1,0,0,0,1,0,0,1,0
165,alcoholism,Negative,0,1,1,0,1,1,0,1,0,0
166,alertness,Positive,1,0,0,1,0,1,0,0,1,0
167,alien,Negative,0,1,0,0,1,1,0,0,0,0
168,alienate,Negative,0,1,1,0,1,0,0,0,0,0
169,alienated,Negative,0,1,0,0,0,0,0,1,0,0
170,alienation,Negative,0,1,1,0,1,1,0,1,0,0
171,alimentation,Positive,1,0,0,0,0,0,0,0,0,0
172,alimony,Negative,0,1,0,0,0,0,0,0,0,0
173,alive,Positive,1,0,0,1,0,0,1,0,0,1
174,allay,Positive,1,0,0,0,0,0,0,0,0,0
175,allegation,Negative,0,1,1,0,0,0,0,0,0,0
176,allege,Negative,0,1,0,0,0,0,0,0,0,0
177,allegiance,Positive,1,0,0,0,0,0,0,0,0,1
178,allegro,Positive,1,0,0,0,0,0,0,0,0,0
179,alleviate,Positive,1,0,0,0,0,0,0,0,0,0
180,alleviation,Positive,1,0,0,0,0,0,0,0,0,0
181,allied,Positive,1,0,0,0,0,0,0,0,0,1
182,allowable,Positive,1,0,0,0,0,0,0,0,0,0
183,allure,Positive,1,0,0,1,0,0,1,0,1,0
184,alluring,Positive,1,0,0,0,0,0,0,0,0,0
185,ally,Positive,1,0,0,0,0,0,0,0,0,1
186,almighty,Positive,1,0,0,0,0,0,0,0,0,0
187,aloha,Positive,1,0,0,1,0,0,1,0,0,0
188,aloof,Negative,0,1,0,0,0,0,0,0,0,0
189,altercation,Negative,0,1,1,0,0,0,0,0,0,0
190,amazingly,Positive,1,0,0,0,0,0,1,0,1,0
191,ambassador,Positive,1,0,0,0,0,0,0,0,0,1
192,ambiguous,Negative,0,1,0,0,0,0,0,0,0,0
193,ambition,Positive,1,0,0,1,0,0,1,0,0,1
194,ambush,Negative,0,1,1,0,0,1,0,0,1,0
195,ameliorate,Positive,1,0,0,0,0,0,0,0,0,0
196,amen,Positive,1,0,0,0,0,0,1,0,0,1
197,amenable,Positive,1,0,0,0,0,0,0,0,0,0
198,amend,Positive,1,0,0,0,0,0,0,0,0,0
199,amends,Positive,1,0,0,0,0,0,0,0,0,0
200,amenity,Positive,1,0,0,0,0,0,0,0,0,0
201,amiable,Positive,1,0,0,0,0,0,0,0,0,0
202,amicable,Positive,1,0,0,0,0,0,1,0,0,0
203,amnesia,Negative,0,1,0,0,0,0,0,0,0,0
204,amnesty,Positive,1,0,0,0,0,0,1,0,0,0
205,amour,Positive,1,0,0,1,0,0,1,0,0,1
206,amphetamines,Negative,0,1,0,0,1,0,0,0,0,0
207,amuse,Positive,1,0,0,0,0,0,1,0,0,0
208,amused,Positive,1,0,0,0,0,0,1,0,0,0
209,amusement,Positive,1,0,0,0,0,0,1,0,0,0
210,amusing,Positive,1,0,0,0,0,0,1,0,0,0
211,anaconda,Negative,0,1,0,0,1,1,0,0,0,0
212,anal,Negative,0,1,0,0,0,0,0,0,0,0
213,analyst,Positive,1,0,0,1,0,0,0,0,0,1
214,anarchism,Negative,0,1,1,0,0,1,0,0,0,0
215,anarchist,Negative,0,1,1,0,0,1,0,0,0,0
216,anarchy,Negative,0,1,1,0,0,1,0,0,0,0
217,anathema,Negative,0,1,1,0,1,1,0,1,0,0
218,anchor,Positive,1,0,0,0,0,0,0,0,0,0
219,anchorage,Positive,1,0,0,0,0,0,0,1,0,0
220,ancient,Negative,0,1,0,0,0,0,0,0,0,0
221,angel,Positive,1,0,0,1,0,0,1,0,1,1
222,angelic,Positive,1,0,0,0,0,0,1,0,0,1
223,anger,Negative,0,1,1,0,0,0,0,0,0,0
224,angina,Negative,0,1,0,0,0,1,0,0,0,0
225,angling,Negative,0,1,0,1,0,0,0,0,0,0
226,angry,Negative,0,1,1,0,1,0,0,0,0,0
227,anguish,Negative,0,1,1,0,0,1,0,1,0,0
228,animate,Positive,1,0,0,0,0,0,0,0,0,0
229,animated,Positive,1,0,0,0,0,0,1,0,0,0
230,animosity,Negative,0,1,1,0,1,1,0,1,0,0
231,animus,Negative,0,1,1,0,0,0,0,0,0,0
232,annihilate,Negative,0,1,1,0,0,1,0,0,0,0
233,annihilated,Negative,0,1,1,0,0,1,0,1,0,0
234,annihilation,Negative,0,1,1,0,0,1,0,1,0,0
235,annoy,Negative,0,1,1,0,1,0,0,0,0,0
236,annoyance,Negative,0,1,1,0,1,0,0,0,0,0
237,annoying,Negative,0,1,1,0,0,0,0,0,0,0
238,annul,Negative,0,1,0,0,0,0,0,0,0,0
239,annulment,Negative,0,1,0,0,0,0,0,1,0,0
240,anomaly,Negative,0,1,0,0,0,1,0,0,1,0
241,anonymous,Negative,0,1,0,0,0,0,0,0,0,0
242,antagonism,Negative,0,1,1,0,0,0,0,0,0,0
243,antagonist,Negative,0,1,1,0,0,0,0,0,0,0
244,antagonistic,Negative,0,1,1,0,1,0,0,0,0,0
245,anthrax,Negative,0,1,0,0,1,1,0,1,0,0
246,antibiotics,Positive,1,0,0,0,0,0,0,0,0,0
247,antichrist,Negative,0,1,1,0,1,1,0,0,0,0
248,antidote,Positive,1,0,0,1,0,0,0,0,0,1
249,antifungal,Positive,1,0,0,0,0,0,0,0,0,1
250,antipathy,Negative,0,1,1,0,1,0,0,0,0,0
251,antiquated,Negative,0,1,0,0,0,0,0,0,0,0
252,antique,Positive,1,0,0,0,0,0,0,0,0,0
253,antiseptic,Positive,1,0,0,0,0,0,0,0,0,1
254,antisocial,Negative,0,1,1,0,1,1,0,1,0,0
255,antithesis,Negative,0,1,1,0,0,0,0,0,0,0
256,anxiety,Negative,0,1,1,1,0,1,0,1,0,0
257,anxious,Negative,0,1,0,1,0,1,0,0,0,0
258,apache,Negative,0,1,0,0,0,1,0,0,0,0
259,apathetic,Negative,0,1,0,0,0,0,0,1,0,0
260,apathy,Negative,0,1,0,0,0,0,0,1,0,0
261,aphid,Negative,0,1,0,0,1,0,0,0,0,0
262,aplomb,Positive,1,0,0,0,0,0,0,0,0,0
263,apologetic,Positive,1,0,0,0,0,0,0,0,0,1
264,apologize,Positive,1,0,0,0,0,0,0,1,0,1
265,apology,Positive,1,0,0,0,0,0,0,0,0,0
266,apostle,Positive,1,0,0,0,0,0,0,0,0,1
267,appalling,Negative,0,1,0,0,1,1,0,0,0,0
268,appendicitis,Negative,0,1,0,0,0,1,0,1,0,0
269,applause,Positive,1,0,0,0,0,0,1,0,1,1
270,appreciation,Positive,1,0,0,0,0,0,1,0,0,1
271,apprehension,Negative,0,1,0,0,0,1,0,0,0,0
272,apprehensive,Negative,0,1,0,1,0,1,0,0,0,0
273,approbation,Positive,1,0,0,0,0,0,0,0,0,1
274,appropriation,Negative,0,1,0,0,0,0,0,0,0,0
275,approval,Positive,1,0,0,0,0,0,0,0,0,0
276,approve,Positive,1,0,0,0,0,0,1,0,0,1
277,approving,Positive,1,0,0,0,0,0,0,0,0,0
278,apt,Positive,1,0,0,0,0,0,0,0,0,0
279,aptitude,Positive,1,0,0,0,0,0,0,0,0,0
280,archaeology,Positive,1,0,0,1,0,0,0,0,0,0
281,archaic,Negative,0,1,0,0,0,0,0,0,0,0
282,ardent,Positive,1,0,0,1,0,0,1,0,0,0
283,ardor,Positive,1,0,0,0,0,0,0,0,0,0
284,arduous,Negative,0,1,0,0,0,0,0,0,0,0
285,argue,Negative,0,1,1,0,0,0,0,0,0,0
286,argument,Negative,0,1,1,0,0,0,0,0,0,0
287,argumentative,Negative,0,1,0,0,0,0,0,0,0,0
288,arid,Negative,0,1,0,0,0,0,0,1,0,0
289,aristocracy,Positive,1,0,0,0,0,0,0,0,0,0
290,aristocratic,Positive,1,0,0,0,0,0,0,0,0,0
291,armaments,Negative,0,1,0,0,0,1,0,0,0,0
292,armor,Positive,1,0,0,0,0,1,0,0,0,1
293,aroma,Positive,1,0,0,0,0,0,0,0,0,0
294,arouse,Positive,1,0,0,1,0,0,0,0,0,0
295,arraignment,Negative,0,1,1,0,0,1,0,1,0,0
296,array,Positive,1,0,0,0,0,0,0,0,0,0
297,arrears,Negative,0,1,0,0,0,0,0,0,0,0
298,arrest,Negative,0,1,0,0,0,0,0,0,0,0
299,arrogance,Negative,0,1,0,0,0,0,0,0,0,0
300,arrogant,Negative,0,1,1,0,1,0,0,0,0,0
301,arsenic,Negative,0,1,0,0,1,1,0,1,0,0
302,arson,Negative,0,1,1,0,0,1,0,0,0,0
303,art,Positive,1,0,0,1,0,0,1,1,1,0
304,articulate,Positive,1,0,0,0,0,0,0,0,0,0
305,articulation,Positive,1,0,0,0,0,0,0,0,0,0
306,artillery,Negative,0,1,0,0,0,1,0,0,0,0
307,artisan,Positive,1,0,0,0,0,0,0,0,0,0
308,artiste,Positive,1,0,0,0,0,0,0,0,0,0
309,artistic,Positive,1,0,0,0,0,0,0,0,0,0
310,ascendancy,Positive,1,0,0,0,0,0,0,0,0,0
311,ascent,Positive,1,0,0,0,0,0,0,0,0,0
312,ash,Negative,0,1,0,0,0,0,0,0,0,0
313,ashamed,Negative,0,1,0,0,1,0,0,1,0,0
314,ashes,Negative,0,1,0,0,0,0,0,1,0,0
315,aspiration,Positive,1,0,0,1,0,0,1,0,1,1
316,aspire,Positive,1,0,0,1,0,0,1,0,0,0
317,aspiring,Positive,1,0,0,1,0,0,1,0,0,1
318,ass,Negative,0,1,0,0,0,0,0,0,0,0
319,assail,Negative,0,1,1,0,0,1,0,0,1,0
320,assailant,Negative,0,1,1,0,0,1,0,1,0,0
321,assassin,Negative,0,1,1,0,0,1,0,1,0,0
322,assassinate,Negative,0,1,1,0,0,1,0,0,0,0
323,assassination,Negative,0,1,1,0,0,1,0,1,0,0
324,assault,Negative,0,1,1,0,0,1,0,0,0,0
325,assembly,Positive,1,0,0,0,0,0,0,0,0,1
326,assent,Positive,1,0,0,0,0,0,0,0,0,0
327,asserting,Positive,1,0,0,0,0,0,0,0,0,1
328,assets,Positive,1,0,0,0,0,0,0,0,0,0
329,asshole,Negative,0,1,1,0,1,0,0,0,0,0
330,assist,Positive,1,0,0,0,0,0,0,0,0,1
331,assistance,Positive,1,0,0,0,0,0,0,0,0,0
332,associate,Positive,1,0,0,0,0,0,0,0,0,1
333,assuage,Positive,1,0,0,0,0,0,0,0,0,0
334,assurance,Positive,1,0,0,0,0,0,0,0,0,1
335,assured,Positive,1,0,0,0,0,0,0,0,0,1
336,astonishingly,Positive,1,0,0,0,0,0,0,0,1,0
337,astonishment,Positive,1,0,0,0,0,0,1,0,1,0
338,astray,Negative,0,1,0,0,0,1,0,0,0,0
339,astringent,Negative,0,1,0,0,0,0,0,0,0,0
340,astrologer,Positive,1,0,0,1,0,0,0,0,0,0
341,astronaut,Positive,1,0,0,0,0,0,0,0,0,0
342,astronomer,Positive,1,0,0,1,0,0,0,0,0,0
343,astute,Positive,1,0,0,0,0,0,0,0,0,0
344,asylum,Negative,0,1,0,0,0,1,0,0,0,0
345,atheism,Negative,0,1,0,0,0,0,0,0,0,0
346,atherosclerosis,Negative,0,1,0,0,0,1,0,1,0,0
347,athlete,Positive,1,0,0,0,0,0,0,0,0,0
348,athletic,Positive,1,0,0,0,0,0,0,0,0,0
349,atom,Positive,1,0,0,0,0,0,0,0,0,0
350,atone,Positive,1,0,0,1,0,0,1,0,0,1
351,atonement,Positive,1,0,0,0,0,0,0,0,0,0
352,atrocious,Negative,0,1,1,0,1,0,0,0,0,0
353,atrocity,Negative,0,1,1,0,1,1,0,1,0,0
354,atrophy,Negative,0,1,0,0,1,1,0,1,0,0
355,attachment,Positive,1,0,0,0,0,0,0,0,0,0
356,attack,Negative,0,1,1,0,0,1,0,0,0,0
357,attacking,Negative,0,1,1,0,1,1,0,1,1,0
358,attainable,Positive,1,0,0,1,0,0,0,0,0,0
359,attainment,Positive,1,0,0,0,0,0,0,0,0,0
360,attendant,Positive,1,0,0,0,0,0,0,0,0,1
361,attention,Positive,1,0,0,0,0,0,0,0,0,0
362,attentive,Positive,1,0,0,0,0,0,0,0,0,1
363,attenuated,Negative,0,1,0,0,0,0,0,0,0,0
364,attenuation,Negative,0,1,0,0,0,0,0,1,0,0
365,attest,Positive,1,0,0,0,0,0,0,0,0,1
366,attorney,Positive,1,0,1,0,0,1,0,0,0,1
367,attraction,Positive,1,0,0,0,0,0,0,0,0,0
368,attractiveness,Positive,1,0,0,0,0,0,0,0,0,0
369,audacity,Negative,0,1,0,0,0,0,0,0,0,0
370,augment,Positive,1,0,0,0,0,0,0,0,0,0
371,august,Positive,1,0,0,0,0,0,0,0,0,0
372,aunt,Positive,1,0,0,0,0,0,0,0,0,1
373,aura,Positive,1,0,0,0,0,0,0,0,0,0
374,auspicious,Positive,1,0,0,1,0,0,1,0,0,0
375,austere,Negative,0,1,0,0,0,1,0,1,0,0
376,austerity,Negative,0,1,0,0,0,0,0,0,0,0
377,authentic,Positive,1,0,0,0,0,0,1,0,0,1
378,authenticity,Positive,1,0,0,0,0,0,0,0,0,1
379,author,Positive,1,0,0,0,0,0,0,0,0,1
380,authoritative,Positive,1,0,0,0,0,0,0,0,0,1
381,authority,Positive,1,0,0,0,0,0,0,0,0,1
382,authorization,Positive,1,0,0,0,0,0,0,0,0,1
383,authorized,Positive,1,0,0,0,0,0,0,0,0,0
384,autocratic,Negative,0,1,0,0,0,0,0,0,0,0
385,autopsy,Negative,0,1,0,0,1,1,0,1,0,0
386,avalanche,Negative,0,1,0,0,0,1,0,1,1,0
387,avarice,Negative,0,1,1,0,1,0,0,0,0,0
388,avatar,Positive,1,0,0,0,0,0,0,0,0,0
389,avenger,Negative,0,1,1,0,0,0,0,0,0,0
390,averse,Negative,0,1,1,0,1,1,0,0,0,0
391,aversion,Negative,0,1,1,0,1,1,0,0,0,0
392,avoid,Negative,0,1,0,0,0,1,0,0,0,0
393,avoidance,Negative,0,1,0,0,0,1,0,0,0,0
394,award,Positive,1,0,0,1,0,0,1,0,1,1
395,awful,Negative,0,1,1,0,1,1,0,1,0,0
396,awkwardness,Negative,0,1,0,0,1,0,0,0,0,0
397,awry,Negative,0,1,0,0,0,0,0,0,0,0
398,ay,Positive,1,0,0,0,0,0,0,0,0,0
399,aye,Positive,1,0,0,0,0,0,0,0,0,0
400,babble,Negative,0,1,0,0,0,0,0,0,0,0
401,babbling,Negative,0,1,0,0,0,0,0,0,0,0
402,baboon,Negative,0,1,0,0,1,0,0,0,0,0
403,baby,Positive,1,0,0,0,0,0,1,0,0,0
404,baccalaureate,Positive,1,0,0,0,0,0,0,0,0,0
405,backbone,Positive,1,0,1,0,0,0,0,0,0,1
406,backward,Negative,0,1,0,0,0,0,0,0,0,0
407,backwards,Negative,0,1,0,0,1,0,0,0,0,0
408,backwater,Negative,0,1,0,0,0,0,0,1,0,0
409,bacteria,Negative,0,1,0,0,1,1,0,1,0,0
410,bacterium,Negative,0,1,0,0,1,1,0,0,0,0
411,bad,Negative,0,1,1,0,1,1,0,1,0,0
412,badger,Negative,0,1,1,0,0,0,0,0,0,0
413,badly,Negative,0,1,0,0,0,0,0,1,0,0
414,badness,Negative,0,1,1,0,1,1,0,0,0,0
415,bailiff,Negative,0,1,0,0,0,1,0,0,0,1
416,bait,Negative,0,1,0,0,0,1,0,0,0,1
417,balance,Positive,1,0,0,0,0,0,0,0,0,0
418,balanced,Positive,1,0,0,0,0,0,0,0,0,0
419,bale,Negative,0,1,0,0,0,1,0,0,0,0
420,balk,Negative,0,1,0,0,0,0,0,0,0,0
421,ballad,Positive,1,0,0,0,0,0,0,0,0,0
422,ballet,Positive,1,0,0,0,0,0,0,0,0,0
423,ballot,Positive,1,0,0,1,0,0,0,0,0,1
424,balsam,Positive,1,0,0,0,0,0,0,0,0,0
425,ban,Negative,0,1,0,0,0,0,0,0,0,0
426,bandit,Negative,0,1,0,0,0,0,0,0,0,0
427,bane,Negative,0,1,1,0,1,1,0,0,0,0
428,bang,Negative,0,1,1,0,1,1,0,1,1,0
429,banger,Negative,0,1,1,1,0,1,0,0,1,0
430,banish,Negative,0,1,1,0,1,1,0,1,0,0
431,banished,Negative,0,1,1,0,0,1,0,1,0,0
432,banishment,Negative,0,1,1,0,1,0,0,1,0,0
433,bankrupt,Negative,0,1,0,0,0,1,0,1,0,0
434,bankruptcy,Negative,0,1,1,0,1,1,0,1,0,0
435,banquet,Positive,1,0,0,1,0,0,1,0,0,0
436,banshee,Negative,0,1,1,0,1,1,0,1,0,0
437,baptism,Positive,1,0,0,0,0,0,0,0,0,0
438,baptismal,Positive,1,0,0,0,0,0,1,0,0,0
439,barb,Negative,0,1,1,0,0,0,0,0,0,0
440,barbarian,Negative,0,1,0,0,0,1,0,0,0,0
441,barbaric,Negative,0,1,1,0,1,1,0,0,0,0
442,barbarism,Negative,0,1,0,0,0,0,0,0,0,0
443,bard,Positive,1,0,0,0,0,0,0,0,0,0
444,bargain,Positive,1,0,0,0,0,0,0,0,0,1
445,bark,Negative,0,1,1,0,0,0,0,0,0,0
446,barred,Negative,0,1,0,0,0,0,0,0,0,0
447,barren,Negative,0,1,0,0,0,0,0,1,0,0
448,barricade,Negative,0,1,0,0,0,1,0,0,0,0
449,barrier,Negative,0,1,1,0,0,0,0,0,0,0
450,baseless,Negative,0,1,0,0,0,0,0,0,0,0
451,basketball,Positive,1,0,0,1,0,0,1,0,0,0
452,bastard,Negative,0,1,0,0,1,0,0,1,0,0
453,bastion,Positive,1,0,1,0,0,0,0,0,0,0
454,bath,Positive,1,0,0,0,0,0,0,0,0,0
455,batter,Negative,0,1,1,0,0,1,0,0,0,0
456,battered,Negative,0,1,0,0,0,1,0,1,0,0
457,battery,Negative,0,1,1,0,0,0,0,0,0,0
458,battle,Negative,0,1,1,0,0,0,0,0,0,0
459,battled,Negative,0,1,1,0,0,1,0,1,0,0
460,battlefield,Negative,0,1,0,0,0,1,0,0,0,0
461,bawdy,Negative,0,1,0,0,0,0,0,0,0,0
462,bayonet,Negative,0,1,1,0,0,1,0,0,0,0
463,beam,Positive,1,0,0,0,0,0,1,0,0,0
464,beaming,Positive,1,0,0,1,0,0,1,0,0,0
465,bearer,Negative,0,1,0,0,0,0,0,0,0,0
